S.no,Wave,Job_name,Job_type,Box_name,Application,Application Owner,,,,
713182,Wave4,mmamsg_w_sun_ev_apac_box,BOX,,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713183,Wave4,mmamsg_w_sun_ev_apac_ro_box,BOX,mmamsg_w_sun_ev_apac_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713184,Wave4,mmbkp_w_sun_ev_apac_backup_box,BOX,mmamsg_w_sun_ev_apac_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713185,Wave4,mmamsg_w_sun_ev_apac_start_box,BOX,mmamsg_w_sun_ev_apac_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713186,Wave4,mmbkp_w_sun_ev_apac_buclones,BOX,mmamsg_w_sun_ev_apac_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713187,Wave4,mmamsg_w_sun_ev_apac_syd_stop_index2a,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713188,Wave4,mmamsg_w_sun_ev_apac_syd_stop_index2b,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713189,Wave4,mmamsg_w_sun_ev_apac_mel_stop_index2a,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713190,Wave4,mmamsg_w_sun_ev_apac_mel_stop_index2b,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713191,Wave4,mmamsg_w_sun_ev_apac_syd_stop_index3a,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713192,Wave4,mmamsg_w_sun_ev_apac_syd_stop_index3b,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713193,Wave4,mmamsg_w_sun_ev_apac_mel_stop_index3a,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713194,Wave4,mmamsg_w_sun_ev_apac_mel_stop_index3b,CMD,mmamsg_w_sun_ev_apac_ro_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713195,Wave4,mmbkp_w_sun_ev_apac_mel_index2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713196,Wave4,mmbkp_w_sun_ev_apac_syd_index2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713197,Wave4,mmbkp_w_sun_ev_apac_mel_index2_refreshclone,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713198,Wave4,mmbkp_w_sun_ev_apac_syd_index2_refreshclone,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713199,Wave4,mmbkp_w_sun_ev_apac_syd_fingerprint,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713200,Wave4,mmbkp_w_sun_ev_apac_mel_fingerprint,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713201,Wave4,mmbkp_w_sun_ev_apac_mel_vault,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713202,Wave4,mmbkp_w_sun_ev_apac_syd_vault,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713203,Wave4,mmbkp_w_sun_ev_apac_syd_audit,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713204,Wave4,mmbkp_w_sun_ev_apac_mel_index3,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713205,Wave4,mmbkp_w_sun_ev_apac_syd_index3,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713206,Wave4,mmbkp_w_sun_ev_apac_mel_index3_refreshclone,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713207,Wave4,mmbkp_w_sun_ev_apac_syd_index3_refreshclone,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713208,Wave4,mmbkp_w_sun_ev_apac_syd_fingerprint_2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713209,Wave4,mmbkp_w_sun_ev_apac_mel_fingerprint_2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713210,Wave4,mmbkp_w_sun_ev_apac_mel_vault_2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713211,Wave4,mmbkp_w_sun_ev_apac_syd_vault_2,CMD,mmbkp_w_sun_ev_apac_backup_box,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713212,Wave4,mmamsg_w_sun_ev_apac_syd_start_index2a,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713213,Wave4,mmamsg_w_sun_ev_apac_syd_start_index2b,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713214,Wave4,mmamsg_w_sun_ev_apac_mel_start_index2a,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713215,Wave4,mmamsg_w_sun_ev_apac_mel_start_index2b,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713216,Wave4,mmamsg_w_sun_ev_apac_syd_start_index3a,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713217,Wave4,mmamsg_w_sun_ev_apac_syd_start_index3b,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713218,Wave4,mmamsg_w_sun_ev_apac_mel_start_index3a,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713219,Wave4,mmamsg_w_sun_ev_apac_mel_start_index3b,CMD,mmamsg_w_sun_ev_apac_start_box,mmamsg,  MGTI AP Messaging Support     ,A10,No,No,No
713220,Wave4,mmbkp_w_sun_ev_apac_mel_index2_buclone,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713221,Wave4,mmbkp_w_sun_ev_apac_syd_index2_buclone,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713222,Wave4,mmbkp_w_sun_ev_apac_mel11bs13_mount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713223,Wave4,mmbkp_w_sun_ev_apac_mel11bs13_unmount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713224,Wave4,mmbkp_w_sun_ev_apac_syd11bs11_mount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713225,Wave4,mmbkp_w_sun_ev_apac_syd11bs11_unmount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713226,Wave4,mmbkp_w_sun_ev_apac_mel_index3_buclone,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713227,Wave4,mmbkp_w_sun_ev_apac_syd_index3_buclone,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713228,Wave4,mmbkp_w_sun_ev_apac_mel11bs14_mount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713229,Wave4,mmbkp_w_sun_ev_apac_mel11bs14_unmount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713230,Wave4,mmbkp_w_sun_ev_apac_syd11bs12_mount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713231,Wave4,mmbkp_w_sun_ev_apac_syd11bs12_unmount,CMD,mmbkp_w_sun_ev_apac_buclones,mmbkp,MGTI GL Backup Prod Support,A10,No,No,No
713232,Wave4,pacc_w_sun_ev_apac_bkup_status_email_on_completion,CMD,,pacc,MGTI GL RlseMgt-Support,A10,No,No,No
713233,Wave4,mmemsg_w_sun_ev_APAC_checkstart_box,BOX,,mmemsg,MGTI EUR MESSAGING,A10,No,No,No
713234,Wave4,mmemsg_w_sun_ev_APAC_syd_checkstart_index3a,CMD,mmemsg_w_sun_ev_APAC_checkstart_box,mmemsg,MGTI EUR MESSAGING,A10,No,No,No
713235,Wave4,mmemsg_w_sun_ev_APAC_syd_checkstart_index4a,CMD,mmemsg_w_sun_ev_APAC_checkstart_box,mmemsg,MGTI EUR MESSAGING,A10,No,No,No
713236,Wave4,mmemsg_w_sun_ev_APAC_mel_checkstart_index3a,CMD,mmemsg_w_sun_ev_APAC_checkstart_box,mmemsg,MGTI EUR MESSAGING,A10,No,No,No
713237,Wave4,mmemsg_w_sun_ev_APAC_mel_checkstart_index4a,CMD,mmemsg_w_sun_ev_APAC_checkstart_box,mmemsg,MGTI EUR MESSAGING,A10,No,No,No
713238,Wave4,mmemsg_d_ev_emea_box,BOX,,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713239,Wave4,mmemsg_d_ev_emea_ro_box,BOX,mmemsg_d_ev_emea_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713240,Wave4,mmbkp_d_ev_emea_backup_box,BOX,mmemsg_d_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713241,Wave4,mmemsg_d_ev_emea_start_box,BOX,mmemsg_d_ev_emea_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713242,Wave4,mmbkp_d_ev_emea_mountclones_box,BOX,mmemsg_d_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713243,Wave4,mmbkp_d_ev_emea_buclones_box,BOX,mmemsg_d_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713244,Wave4,mmbkp_d_ev_emea_unmountclones_box,BOX,mmemsg_d_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713245,Wave4,mmemsg_d_ev_emea_bed_stop_index4a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713246,Wave4,mmemsg_d_ev_emea_bed_stop_index4b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713247,Wave4,mmemsg_d_ev_emea_bed_stop_index5a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713248,Wave4,mmemsg_d_ev_emea_bed_stop_index5b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713249,Wave4,mmemsg_d_ev_emea_bed_stop_index6a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713250,Wave4,mmemsg_d_ev_emea_bed_stop_index6b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713251,Wave4,mmemsg_d_ev_emea_exe_stop_index3a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713252,Wave4,mmemsg_d_ev_emea_exe_stop_index3b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713253,Wave4,mmemsg_d_ev_emea_exe_stop_index4a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713254,Wave4,mmemsg_d_ev_emea_exe_stop_index4b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713255,Wave4,mmemsg_d_ev_emea_bed_stop_index7a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713256,Wave4,mmemsg_d_ev_emea_bed_stop_index7b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713257,Wave4,mmemsg_d_ev_emea_exe_stop_index5a,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713258,Wave4,mmemsg_d_ev_emea_exe_stop_index5b,CMD,mmemsg_d_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713259,Wave4,mmbkp_d_ev_emea_bed_fingerprint,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713260,Wave4,mmbkp_d_ev_emea_exe_fingerprint,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713261,Wave4,mmbkp_d_ev_emea_exe_vault1,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713262,Wave4,mmbkp_d_ev_emea_bed_vault,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713263,Wave4,mmbkp_d_ev_emea_bed_audit,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713264,Wave4,mmbkp_d_ev_emea_bed_dir_mon,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713265,Wave4,mmbkp_d_ev_emea_bed_index4,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713266,Wave4,mmbkp_d_ev_emea_bed_index5,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713267,Wave4,mmbkp_d_ev_emea_bed_index6,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713268,Wave4,mmbkp_d_ev_emea_exe_index3,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713269,Wave4,mmbkp_d_ev_emea_exe_index4,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713270,Wave4,mmbkp_d_ev_emea_exe_index3_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713271,Wave4,mmbkp_d_ev_emea_exe_index4_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713272,Wave4,mmbkp_d_ev_emea_bed_index4_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713273,Wave4,mmbkp_d_ev_emea_bed_index5_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713274,Wave4,mmbkp_d_ev_emea_bed_index6_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713275,Wave4,mmbkp_d_ev_emea_bed_fingerprint3,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713276,Wave4,mmbkp_d_ev_emea_exe_fingerprint3,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713277,Wave4,mmbkp_d_ev_emea_exe_vault3,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713278,Wave4,mmbkp_d_ev_emea_bed_vault3,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713279,Wave4,mmbkp_d_ev_emea_bed_index7,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713280,Wave4,mmbkp_d_ev_emea_exe_index5,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713281,Wave4,mmbkp_d_ev_emea_exe_index5_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713282,Wave4,mmbkp_d_ev_emea_bed_index7_refreshclone,CMD,mmbkp_d_ev_emea_backup_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713283,Wave4,mmemsg_d_ev_emea_bed_start_index4a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713284,Wave4,mmemsg_d_ev_emea_bed_start_index4b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713285,Wave4,mmemsg_d_ev_emea_bed_start_index5a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713286,Wave4,mmemsg_d_ev_emea_bed_start_index5b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713287,Wave4,mmemsg_d_ev_emea_bed_start_index6a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713288,Wave4,mmemsg_d_ev_emea_bed_start_index6b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713289,Wave4,mmemsg_d_ev_emea_exe_start_index3a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713290,Wave4,mmemsg_d_ev_emea_exe_start_index3b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713291,Wave4,mmemsg_d_ev_emea_exe_start_index4a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713292,Wave4,mmemsg_d_ev_emea_exe_start_index4b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713293,Wave4,mmemsg_d_ev_emea_bed_start_index7a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713294,Wave4,mmemsg_d_ev_emea_bed_start_index7b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713295,Wave4,mmemsg_d_ev_emea_exe_start_index5a,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713296,Wave4,mmemsg_d_ev_emea_exe_start_index5b,CMD,mmemsg_d_ev_emea_start_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713297,Wave4,mmbkp_d_ev_emea_bed11bs11_mount,CMD,mmbkp_d_ev_emea_mountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713298,Wave4,mmbkp_d_ev_emea_bed11bs12_mount,CMD,mmbkp_d_ev_emea_mountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713299,Wave4,mmbkp_d_ev_emea_exe11bs13_mount,CMD,mmbkp_d_ev_emea_mountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713300,Wave4,mmbkp_d_ev_emea_exe11bs14_mount,CMD,mmbkp_d_ev_emea_mountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713301,Wave4,mmbkp_d_ev_emea_exe_index3_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713302,Wave4,mmbkp_d_ev_emea_exe_index4_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713303,Wave4,mmbkp_d_ev_emea_bed_index4_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713304,Wave4,mmbkp_d_ev_emea_bed_index5_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713305,Wave4,mmbkp_d_ev_emea_bed_index6_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713306,Wave4,mmbkp_d_ev_emea_exe_index5_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713307,Wave4,mmbkp_d_ev_emea_bed_index7_buclone,CMD,mmbkp_d_ev_emea_buclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713308,Wave4,mmbkp_d_ev_emea_bed11bs08_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713309,Wave4,mmbkp_d_ev_emea_bed11bs09_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713310,Wave4,mmbkp_d_ev_emea_exe11bs11_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713311,Wave4,mmbkp_d_ev_emea_bed11bs11_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713312,Wave4,mmbkp_d_ev_emea_bed11bs12_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713313,Wave4,mmbkp_d_ev_emea_exe11bs13_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713314,Wave4,mmbkp_d_ev_emea_exe11bs14_unmount,CMD,mmbkp_d_ev_emea_unmountclones_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713315,Wave4,pacc_d_ev_emea_bkup_status_email_on_completion,CMD,,pacc,MGTI GL RlseMgt-Support,A11,No,No,No
713316,Wave4,mmemsg_d_ev_emea_checkstart_box,BOX,,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713317,Wave4,mmemsg_d_ev_emea_bed_checkstart_index4a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713318,Wave4,mmemsg_d_ev_emea_bed_checkstart_index5a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713319,Wave4,mmemsg_d_ev_emea_bed_checkstart_index6a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713320,Wave4,mmemsg_d_ev_emea_bed_checkstart_index7a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713321,Wave4,mmemsg_d_ev_emea_exe_checkstart_index3a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713322,Wave4,mmemsg_d_ev_emea_exe_checkstart_index4a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713323,Wave4,mmemsg_d_ev_emea_exe_checkstart_index5a,CMD,mmemsg_d_ev_emea_checkstart_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713324,Wave4,mmemsg_w_sun_ev_emea_box,BOX,,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713325,Wave4,mmemsg_w_sun_ev_emea_ro_box,BOX,mmemsg_w_sun_ev_emea_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713326,Wave4,mmbkp_w_sun_ev_emea_backup_box,BOX,mmemsg_w_sun_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713327,Wave4,mmemsg_w_sun_ev_emea_start_box,BOX,mmemsg_w_sun_ev_emea_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713328,Wave4,mmbkp_w_sun_ev_emea_mountclones_box,BOX,mmemsg_w_sun_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713329,Wave4,mmbkp_w_sun_ev_emea_buclones_box,BOX,mmemsg_w_sun_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713330,Wave4,mmbkp_w_sun_ev_emea_unmountclones_box,BOX,mmemsg_w_sun_ev_emea_box,mmbkp,MGTI GL Backup Prod Support,A11,No,No,No
713331,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index4a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713332,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index4b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713333,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index5a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713334,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index5b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713335,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index6a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713336,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index6b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713337,Wave4,mmemsg_w_sun_ev_emea_exe_stop_index3a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713338,Wave4,mmemsg_w_sun_ev_emea_exe_stop_index3b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713339,Wave4,mmemsg_w_sun_ev_emea_exe_stop_index4a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713340,Wave4,mmemsg_w_sun_ev_emea_exe_stop_index4b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713341,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index7a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713342,Wave4,mmemsg_w_sun_ev_emea_bed_stop_index7b,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
713343,Wave4,mmemsg_w_sun_ev_emea_exe_stop_index5a,CMD,mmemsg_w_sun_ev_emea_ro_box,mmemsg,MGTI EUR MESSAGING,A11,No,No,No
